,English,Dutch
601,"The crisis in last year' s Commission has been solved today, but the Commission must now produce a policy in which we get full support for a coherent approach, which, no doubt, the entire Parliament will soon demand in the resolution.","De crisis in de Commissie van vorig jaar is vandaag opgelost, maar thans dient de Commissie te komen met een beleid waarin wij volle steun krijgen voor een aanpak, voor een coherentie zoals het hele Parlement die ongetwijfeld straks in de resolutie zal vragen."
602,"There again, it is simply not possible to change situations once and for all with a few strokes of the pen, and the problems begin as soon as we have to start talking about implementation and getting down to brass tacks.","Anderzijds is de situatie niet met één pennentrek te veranderen, en de moeilijkheden dienen zich aan zodra de concrete omzetting en de details ervan ter sprake komen."
603,"The efforts made in order to drive up the GDP per capita in Objective 1 regions do not always result in such an increase, not really a satisfying result over a period during which, certainly over the past couple of years, there has been economic growth.","De inspanningen gericht op de stijging van het BBP per inwoner in de doelstelling-1-regio's, resulteert niet altijd in die stijging. Niet echt een voldoeninggevend resultaat over een periode waarin, zeker de laatste jaren, economische opgang aan de orde was."
604,"This Chamber, and the European institutions, were build to uphold values, morality and a certain spirit.",Het gaat hier en binnen de overige Europese instellingen om morele waarden en gezond verstand.
605,"I am referring to the continuing tragedy of anti-personnel landmines which present an obstacle to so many development programmes, to post-conflict reconstruction, and which ruin the lives of many of the most vulnerable in some of the poorest parts of the world, particularly in developing countries.","Er is één, relatief klein gebied, met een enorme zichtbaarheid voor het publiek, dat als lakmoesproef kan fungeren voor het vermogen van de Unie om de daad naar het woord voegen: ik doel hier op de nog steeds voortdurende tragedie van de anti-persoonsmijnen, die een obstakel vormen voor veel ontwikkelingsprogramma' s voor wederopbouw, na de beëindiging van conflicten. Deze landmijnen verwoesten het leven van veel van de meest kwetsbare mensen in de armste delen van de wereld, met name in de ontwikkelingslanden."
606,"Mr President, in the small amount of time allotted to me, I would like to welcome the Mrs Lienemann' s report and remind the House of three principles, to which all other principles must be subordinate, which are clearly expressed in the rapporteur' s amendments: water is not a commercial product, but the property of all the peoples of the Union; the ultimate objective is to eliminate all pollutants in surface water and groundwater, and to inform the public so that it can participate in the recuperation of water and not use water excessively given that it is such a precious commodity.","Mijnheer de Voorzitter, ik wil in de weinige tijd die tot mijn beschikking staat de rapporteur feliciteren met haar verslag en ingaan op de drie beginselen die zo duidelijk in haar amendementen naar voren komen en waaraan al het andere ondergeschikt dient te worden gemaakt. Ten eerste: water is geen gewone handelswaar, maar een erfgoed dat de volkeren van de Europese Unie toebehoort."
607,"You have to decide whether you want to put people in danger, for example, or if you want to protect the environment; and you have to look at the science that is available.",Wij moeten bijvoorbeeld beslissen of wij mensen in gevaar willen brengen of het milieu willen beschermen. Daarbij moeten wij naar de beschikbare wetenschappelijke gegevens kijken.
608,"The next item is the report (A5-0022/2000) by Mr Brok, on behalf of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, on the proposal for a Council decision providing exceptional Community financial assistance to Kosovo (COM(99)0598 - C5-0045/00 - 1999/0240(CNS)).","Aan de orde is het verslag (A5-0022/2000) van de heer Brok, namens de Commissie buitenlandse zaken, mensenrechten, gemeenschappelijke veiligheid en defensiebeleid, over het voorstel voor een besluit van de Raad tot toekenning van uitzonderlijke financiële bijstand aan Kosovo (COM(1999) 598 - C5-0045/2000 - 1999/0240 (CNS))."
609,"Parallel to this European strategy of social convergence, a concrete plan for legislative work in the social sphere is required, together with proposals for framework agreements in the context of the dialogue between employers and employees, accompanied by a concrete timetable.","Naast deze Europese sociale convergentiestrategie zijn er concrete plannen voor sociale wetgeving nodig, en voorstellen voor kaderovereenkomsten binnen het sociaal overleg, met een concreet tijdschema."
610,In committee we thought that it was necessary for the economic and social regeneration of urban areas to go hand-in-hand with the creation of an atmosphere of tolerance towards minorities and therefore for measures designed to reduce racism and xenophobia to be an integral part of programmes to be funded by URBAN.,"We vinden ook dat het economische en sociale herstel van stadswijken gepaard moet gaan met het scheppen van een klimaat van tolerantie tegenover minderheden. Maatregelen die racisme en vreemdelingenhaat kunnen verminderen, moeten daarom beslist aan bod komen in de programma's die door URBAN worden gesubsidieerd."
611,"Mr President, we are holding a special debate: on competition policy and state aid, the government' s right and left hand, so to speak.","Voorzitter, we voeren een bijzonder debat: over concurrentiebeleid en over staatssteun, de linker- en de rechterhand van de overheid zogezegd."
612,"We are convinced a rapid start to these negotiations and their speedy conclusion is the only way to achieve peace in the region - peace which did not automatically come with the end of the Kosovo war - thus avoiding the recurrence of further disintegration and a return to chaos and violence, with all the consequences of that in terms of continental, if not world, instability.","Wij zijn ervan overtuigd dat een snelle start en een zo spoedig mogelijke afronding van deze onderhandelingen de weg bij uitstek vormen om tot vrede in deze regio te komen - een vrede die met de beëindiging van de oorlog in Kosovo niet automatisch is ingetreden. Op deze wijze kan worden voorkomen dat zich opnieuw gebeurtenissen voordoen die tot desintegratie, chaos en geweld leiden, met alle gevolgen van dien en het risico van destabilisatie op ons continent en misschien zelfs op mondiaal niveau."
613,The urban question is so important that we cannot tighten our belts and undervalue it with a programme which has such a small budget.,De stedelijke problematiek is namelijk zo belangrijk dat wij die niet mogen aanpakken en als het ware onderschatten door een programma met heel weinig kredieten te bieden.
614,We therefore must not leave it out of innovative and pilot Community programmes which will allow the new geographical and economic map of Europe to be defined.,Zij bepalen de nieuwe geografische en economische kaart van Europa. We mogen het enorme potentieel dat de zee te bieden heeft niet links laten liggen in deze programma's.
615,"Mr President, there are two issues of principle in the Council' s draft directive.","Mijnheer de Voorzitter, het voorstel voor een richtlijn van de Raad bevat twee principiële kwesties."
616,The problem is with Danish nationals or other nationals residing outside Denmark.,Het gaat hier om Deense en niet-Deense burgers die buiten Denemarken wonen.
617,"For example, uncontrolled migration has not been given sufficient consideration.",Er is bijvoorbeeld onvoldoende rekening gehouden met de onbeheersbare migratiestromen.
618,"Firstly, although much progress has been made, and we could mention customs administration, bank administration or tax administration, it is true that we must continue to move forward.","Om te beginnen heeft u gelijk dat we meer vooruitgang moeten boeken. Toch zijn we al een heel eind opgeschoten, getuige de douane, de banken en de belastingdienst."
619,"It is precisely with this in mind that I tabled some amendments which I consider to be of the utmost importance, and that the Committee on Regional Policy, Transport and Tourism has subsequently taken up.","Daarom heb ik enkele, mijns inziens zeer belangrijke, amendementen ingediend, die zijn overgenomen door de Commissie regionaal beleid, vervoer en toerisme."
620,"As for us, we our bound by the terms of the texts: a maximum of four months.",Wij moeten ons houden aan de termijn van maximaal 4 maanden die in de regels staat vermeld.
621,"The problem is one of both water quality and water resources, of which there is not a plentiful supply everywhere in Europe, especially in very dry regions.","Behalve over de kwaliteit van het water gaat het ook over de hoeveelheid, want die is niet overal in Europa toereikend, vooral niet in erg droge gebieden. Ik betreur het dat commissaris Wallström, die eigenlijk bevoegd is voor deze materie, er op dit moment niet kan zijn."
622,"It is not always easy to describe exactly how this process is done, but there is no question of changing the scientific base.","Het is niet altijd gemakkelijk te beschrijven hoe het proces verloopt, maar aan de wetenschappelijke basis wordt niet getornd."
623,"When it comes to so-called development aid, given that underdevelopment in the majority of these countries is getting worse rather than better, development is clearly not what the aid is for, even when it is not just a disguised export subsidy for European manufacturers.",In de meeste ACS-landen neemt de onderontwikkeling juist toe. In vele gevallen is de ontwikkelingshulp immers niet meer dan een verhulde subsidie voor de grote Europese exportbedrijven.
624,"From what I have said, it must be obvious to you that the European Parliament is not prepared to simply play the role of observer.",U zult misschien hebben vastgesteld dat het Europees Parlement niet bereid is enkel voor waarnemer te spelen.
625,"Does the Council consider that, on the basis of Article 255 of the Treaty, national legislation on transparency can be regulated, that is to say legislation not relating to the EU' s institutions?","Vindt de Raad dat men op grond van artikel 255 van het Verdrag de nationale wetgeving inzake openheid kan reguleren, dus niet alleen de wetgeving met betrekking tot de instellingen van de Unie?"
626,"My Group believes that since a parliament is meant to listen, debate and reflect, there can be no justification whatsoever for this delay and we believe that, if the Commission is ready to do so, we still have time to re-establish the original agreement between Parliament and the Commission and proceed in a manner which fulfils our duty to our fellow citizens.","Daar onze fractie meent dat het de taak is van een parlement om te luisteren, te debatteren en na te denken, geloven wij dat er geen enkele reden is die dit uitstel rechtvaardigt. Ook menen wij dat indien de Commissie in staat is het programma te presenteren, wij zeker nog de tijd hebben om terug te komen op de oorspronkelijke afspraak tussen het Parlement en de Commissie, en tegenover onze medeburgers op verantwoordelijke wijze te werk te gaan."
627,We already have legislation.,De heer Hatzidakis zei dat al.
628,The regional development plan submitted by the Spanish authorities on 29 October does not indicate how the Community funds will be allocated among the Spanish Objective 1 regions and therefore what your region of Andalusia will receive.,"De Spaanse overheid heeft haar regionale ontwikkelingsplan ingediend op 29 oktober jongstleden, en uit dat plan kan ik niet opmaken hoe de communautaire middelen zullen worden verdeeld over de regio's in Spanje die onder doelstelling 1 vallen, want daar gaat het toch over bij Andalusië, en ik weet bijgevolg ook niet hoeveel uw regio krijgt toebedeeld."
629,"They have quite failed to grasp the new conditions created in the area; the new and positive conditions which have been created, in very many cases on Greece' s initiative.","Zij hebben blijkbaar geen flauwe notie van de geheel nieuwe omstandigheden, gunstige omstandigheden, die in dit gebied ontstaan. In veel gevallen zijn deze te danken aan het initiatief van Griekenland."
630,The Council in its common position states that the European Union governments must take account of the principle of recovery of the cost of water usage.,In zijn gemeenschappelijk standpunt stelt de Raad dat de regeringen van de Europese Unie rekening moeten houden met de terugwinning van de kosten van waterdiensten.
631,"Nevertheless, I would point out to the Commission that, as far as the Socialist Group is concerned, there has been a change of priorities.",Ik wil de Commissie er echter wel op wijzen dat de Fractie van de Europese Sociaal-Democraten een wijziging heeft aangebracht in de prioriteitstelling.
632,I hope that it works out.,Ik hoop dat het allemaal lukt.
633,Current staff must receive compulsory training in equal opportunities and 1-2 days' training in such issues should form an essential part of the Directorate-General for Development's introductory courses for new staff.,Het huidige personeel moet een verplichte opleiding op het gebied van gelijke kansen volgen en binnen het directoraat-generaal voor steunverlening dient een 1 tot 2 dagen durende opleiding op het gebied van gelijke kansen deel uit te maken van de verplichte introductiecursus voor nieuwe ambtenaren.
634,"Mr Alavanos, if an action of this kind should be brought against NATO and if this action were to be brought against Mr Javier Solana personally, we would have to bear in mind that Mr Javier Solana held one post at that time and is holding a different one today.","Mijnheer de afgevaardigde, indien een dergelijke actie tegen de NAVO wordt ondernomen en indien deze actie tegen de persoon van Javier Solana wordt gericht, moeten wij ervan uitgaan dat Javier Solana toentertijd een bepaalde functie uitoefende en nu een bepaalde functie uitoefent."
635,I hope we can revisit this issue at a later time.,Ik hoop dat we bij een latere gelegenheid op deze kwestie kunnen terugkomen.
636,"Both proposals have already been accepted by the Council and it is thus a matter of endorsing this approach in order to be able to make an assessment in time, with knowledge of all facts and/or in order to establish to what extent and in what way social protection should be reorganised in the European Union.",Beide voorstellen zijn door de Raad al aanvaard en het komt er dus op aan die aanpak mee te steunen om op termijn met kennis van zaken te kunnen oordelen of/en in welke mate en op welke wijze de sociale bescherming in de Europese Unie moet worden herschikt.
637,"(ES) Mr President, many thanks, first of all, to the rapporteur for his splendid work.","(ES) Mijnheer de Voorzitter, in de eerste plaats wil ik de rapporteur bedanken voor zijn voortreffelijke werk."
638,"The same applies to Article 105, in my view, for the European Central Bank must at last be given the political task as enshrined in the Treaty, of using its monetary policy to promote sustained growth and employment.",Ook Artikel 105 van het EG-Verdrag moet worden gewijzigd. De Europese Centrale Bank moet er in het Verdrag eindelijk toe worden verplicht met haar monetair beleid duurzame groei en werkgelegenheid te bevorderen.
639,"When we talk of transparency in the food chain, that applies from the hayfork to the table fork and consumer protection therefore logically starts with feedingstuffs.","Transparantie in de voedselketen gaat van de hooivork tot de vork naast ons bord, en dus begint consumentenbescherming bij het diervoeder."
640,There is no point in second-guessing or trying to second-guess our intentions.,Het heeft derhalve geen zin bijbedoelingen achter onze intenties te zoeken.
641,"Mr President, I agree with the positive evaluation Mrs Junker has just made and I want to add that Mr Corrie has started his term as Co-President of the ACP-EU Joint Assembly with effective and impartial work deserving of our full appreciation.","Mijnheer de Voorzitter, ik deel het positieve oordeel dat mijn collega Karin Junker zojuist over dit verslag heeft uitgesproken. Ik voeg daaraan toe dat de heer Corrie onze volle waardering verdient voor het doeltreffende en onpartijdige optreden waarmee hij zijn werk als medevoorzitter van de Paritaire Vergadering ACS-EU is begonnen."
642,We negotiated the seed marketing legislation for two years.,Wij hebben twee jaar onderhandeld over het wetsontwerp over de handel in zaaigoed.
643,"I would prefer it if a report were to be written on the present lack of cohesion, and if a systematic strategy were to be developed to reach a certain level of cohesion, for it is a long way off yet.","Liever zou ik zien dat er een verslag zou komen over de incohesie zoals die thans bestaat, en dat er een systematische strategie ontwikkeld wordt om tot een zekere cohesie te komen, want wij zijn er nog verre van."
644,It is a 'Trojan horse' which is unfortunately reappearing in Europe larger than ever since the Second World War.,Zie hier opnieuw het slangenei in Europa! Nooit is dit sedert de Tweede Wereldoorlog zo groot geweest!
645,I hope for their adoption.,Ik hoop dan ook dat deze aanpassingen worden aanvaard.
646,Between the agro-food sector and the farming sector there are over 10 million employees.,De voedingsindustrie en de landbouw hebben samen meer dan 10 miljoen werknemers.
647,"Is Israel prepared to comply with the UN' s resolutions and, in exchange for peace and security, hand back the Arab areas which were conquered in 1967?",Is Israël bereid om de VN-resoluties op te volgen en de in 1967 veroverde Arabische gebieden te verlaten in ruil voor vrede en veiligheid?
648,"Secondly, we must bear in mind that Cuba' s application has the support of all the ACP countries.",In de tweede plaats moeten we bedenken dat de kandidatuur van Cuba door alle ACS-landen wordt gesteund.
649,The EU must adhere to the Kyoto Protocol on climate.,De Europese Unie moet zich aan de klimaatovereenkomst van Kyoto houden.
650,"And then we see that, increasingly, the regions, the various operators, businesses, associations, are submitting LIFE projects, both for LIFE-NATURE and LIFE-ENVIRONMENT, projects that are of excellent quality, which following technical assessment by all the competent committees are unanimously found to be worthy of European Union support, but we still cannot fund them, for lack of budget appropriations.","Na een technisch onderzoek dat door de verschillende bevoegde instanties is uitgevoerd, was iedereen van mening dat deze projecten de steun van de Europese Unie verdienen. Toch slagen we er niet in deze projecten te financieren, simpelweg omdat de toegekende middelen tekort schieten."
651,"I welcome the legal base being set and the comprehensive way the new rules will, I hope, address this situation.","Ik ben blij met de rechtsgrondslag die nu wordt gelegd en het brede toepassingsbereik van de nieuwe regels, die hopelijk tot een oplossing zullen leiden."
652,"Mr President, Mr Patten, of course, you are very well-qualified to comment on account of the time you spent in China, and you are well aware of how hard the Tibetans are trying to initiate a debate, something which has always been blocked hitherto.","Mijnheer de Voorzitter, mijnheer Patten, u hebt tijdens uw verblijf in China natuurlijk veel ervaring opgedaan. U weet zeer goed hoeveel inspanningen de Tibetanen doen om een dialoog te beginnen."
653,"I believe that it is both proper and fitting to set up a centre for monitoring this coherence between Community policies and development and cooperation policy, and that this monitoring centre' s sphere of activity should not be limited just to Community policies, but should also cover Member States' actions and policies, including the actions of economic groups, which I think are also important.","Het voorstel om een waarnemingspost in het leven te roepen dat de evolutie van de coherentie tussen de communautaire beleidsvormen en het ontwikkelingssamenwerkingsbeleid op de voet volgt, lijkt mij een verstandige en pertinente beslissing. Het werkterrein van deze waarnemingspost mag zich echter niet beperken tot de communautaire beleidsterreinen."
654,"We want to ensure that the EQUAL report, which is very important for refugees, the elderly, the handicapped and women, simply goes ahead.","Wij willen ervoor zorgen dat het EQUAL-verslag, dat heel belangrijk is zowel voor de vluchtelingen alsook voor de bejaarden, de gehandicapten en de vrouwen, gewoon doorgaat."
655,It is the day of the first debate of European political life. And this is not pure chance.,"Vandaag wordt immers het eerste debat gevoerd over de Europese politieke realiteit, en dat is geen toeval."
656,Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,"Waarom heeft hij niet vermeld dat een van zijn eigen liberale collega's eveneens een adviesbureau heeft, dat momenteel door de BBC wordt doorgelicht?"
657,They can merely serve as an extremely useful complement to what we are developing and expecting from the Commission in terms of social legislation.,Ze kunnen slechts dienen als een zeer nuttige aanvulling op wat wij ontwikkelen en wat wij verwachten van de Commissie wat betreft sociale wetgeving.
658,Welcome,Verwelkoming
659,"Subject: Turkish blockade of Armenia Given that the European Union is actively promoting social, economic and political relations with Armenia through the Partnership and Cooperation Agreement, signed on 12 October 1999, what steps is the Council taking to persuade the Turkish Government to lift the economic blockade of Armenia?","Betreft: Turkse blokkade van Armenië De Europese Unie bevordert actief de sociale, economische en politieke betrekkingen met Armenië met behulp van de partnerschaps- en samenwerkingsovereenkomst die op 12 oktober 1999 werd ondertekend. Welke stappen neemt de Raad om de Turkse regering ertoe over te halen de economische blokkade van Armenië op te heffen?"
660,"Mr President, I almost feel like saying, ""Phew"" , now that we have at last come to the second reading on this directive which has given us so much work, and which has clearly also given a great deal of work to the rapporteur, Mr Florenz.","Mijnheer de Voorzitter, ik heb zin om een zucht van verlichting te slaken nu wij eindelijk beginnen met de tweede lezing van deze richtlijn waaraan wij, en uiteraard vooral onze rapporteur, de heer Florenz, hard hebben gewerkt."
661,"We see it as positive that an attempt is being made to reverse the trend towards water degradation, which is most alarming and which governments all too often tend to sweep under the carpet.","- (PT) Wij vinden het een goede zaak dat een poging wordt ondernomen om de ronduit alarmerende verslechtering van de waterkwaliteit tegen te gaan, aangezien de regeringen dit probleem doorgaans veronachtzamen."
662,This is an extremely risky strategy.,Dat is een uiterst riskante strategie.
663,"Furthermore, on the subject of crossing the external borders of Member States, which is a central issue regarding the free movement of persons, I shall, in the next few days, be presenting a proposal for a regulation updating the list of third countries whose nationals are required to hold visas for crossing the external borders.","In verband met het overschrijden van de buitengrenzen, een kwestie die van essentieel belang is voor het vrij verkeer van personen, zal ik de komende dagen een voorstel voor een verordening doen ter herziening van de lijst van derde landen wier onderdanen in het bezit moeten zijn van een visum bij het overschrijden van de buitengrenzen."
664,"An alternative to the European Public Prosecutor could be Eurojust, as proposed at the last Summit.","Een alternatief voor het Europees openbaar ministerie zou Eurojust kunnen zijn, zoals op de laatste Top werd voorgesteld."
665,You are going to commission a fact-finding mission.,U gaat een delegatie sturen.
666,"For my group, enlargement is the first priority against which all the other possibilities for reform must be measured, be they governance, be they the intergovernmental conference, be they reform of the institutions.","Mijn fractie beschouwt de uitbreiding als de voornaamste prioriteit waaraan alle andere mogelijke hervormingen moeten worden afgemeten, of het nu gaat om het bestuur, de intergouvernementele conferentie of de hervorming van de instellingen."
667,"But there was some misunderstanding, for they did receive a letter from somebody else that they felt gave them permission.","De medewerkers hebben namelijk niet van mij, maar van iemand anders een brief ontvangen, waarin de toestemming waar ze om hadden gevraagd naar hun oordeel inderdaad werd gegeven."
668,"Mr President, Commissioner, I have brought you a small gift.","Mijnheer de Voorzitter, mevrouw de commissaris, ik heb een klein cadeautje voor u meegebracht: een olieklonter die mij gestuurd is door een bewoonster van het eiland Noirmoutier."
669,"In the past couple of months, we have witnessed a great deal of lobbying in Belgium.",Er werd de jongste maanden bij ons enorm gelobbyd.
670,"We are also doing a number of other things: in the European Union-China human rights dialogue, we have focused on a number of practical steps, including sending experts on assignment to Tibet, planning development assistance programmes and activities focusing on health, education and training for Tibetans.","In het kader van de mensenrechtendialoog tussen China en de Europese Unie hebben we ook onze aandacht gericht op een aantal praktische stappen. Zo kunnen we deskundigen naar Tibet uitzenden of voor Tibetanen bestemde ontwikkelingsprogramma's voor gezondheidszorg, onderwijs en beroepsopleiding opzetten."
671,They will need time to get used to that too.,Ook daaraan zal men aanvankelijk moeten wennen.
672,DGs must publish their own annual accounts so as to enable a clear identification of problem areas and set annual targets for reducing fraud and irregularities.,"Directoraten-generaal moeten hun eigen jaarrekeningen publiceren, zodat probleemgebieden duidelijk zichtbaar worden gemaakt, en zij moeten jaarlijkse doelen vaststellen voor de vermindering van fraude en onregelmatigheden."
673,The strength of the FPÖ can be traced back to the weakness of the previous government and in this the Austrian socialists must bear the main responsibility.,De kracht van de FPÖ is terug te voeren op de zwakte van de regeringen die tot nu toe het bewind hebben gevoerd. De Oostenrijkse socialisten dragen in deze de hoofdverantwoordelijkheid.
674,". (EL) On reading the Commission' s statement on social protection, which is animated by so many good intentions, one wonders whether its authors and the working people in Europe are living on the same continent and in the same social reality.","De mededeling van de Commissie over sociale zekerheid wordt gekenmerkt door o zo goede bedoelingen, maar als men die leest, vraagt men zich onmiddellijk af of de auteurs hiervan en de Europese burgers wel op hetzelfde continent leven, in dezelfde sociale werkelijkheid."
675,The German approach is no guarantee that this radical movement will not grow again.,De Duitse aanpak is geen garantie dat deze radicale beweging niet opnieuw de kop opsteekt.
676,"However, I would ask these colleagues to show solidarity with the more than 2 million people who make a living from building cars in Europe, so that these jobs can be secured in the future.","Maar ik vraag hen solidair te zijn met de meer dan twee miljoen mensen die in de Europese automobielindustrie werken en die daarmee in hun levensonderhoud voorzien, zodat zij ook in de toekomst op hun baan kunnen blijven rekenen."
677,"Next, we all too often see vast sums of money being spent on projects whose outcomes will necessarily be unclear at the start of the programme period.",Maar al te dikwijls worden grote bedragen gespendeerd aan projecten waarvan de resultaten aan het begin van de programmaperiode noodgedwongen nog onduidelijk zijn.
678,Any EU funding for the project must be stopped because it is in clear breach of EU directives.,"De financiering van dit project uit EU-middelen dient te worden stopgezet, omdat een en ander duidelijk in strijd is met de EU-richtlijnen terzake."
679,"Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau.","Mijnheer de Voorzitter, voordat ik mij uitspreek over het Witboek, wil ik de rapporteur, de heer von Wogau, gelukwensen."
680,This does not impose disproportionate costs upon manufacturers.,Het levert de producenten geen buitenproportionele kosten op.
681,It is essential for OLAF to be monitored by a court.,OLAF moet door een rechtscollege worden gecontroleerd.
682,Fascism and neo-Nazism are cancers!,Fascisme en neonazisme zijn kankergezwellen.
683,"Of course, the scientists do not all see eye to eye on this yet, but the majority of them are fairly convinced that if we continue to emit greenhouse gases as we are doing, these storms will, of course, hit us much harder still at the dawn of this new century.","De wetenschappers zijn het daarover nog niet eens, maar de meeste zijn er vrij zeker van dat wij, als wij de uitstoot van broeikasgassen niet terugdringen, in deze pas begonnen eeuw nog veel meer stormen zullen moeten doorstaan."
684,"It makes us realise that the victory of democracy is never definitive, and that we have to work to convince and keep on convincing.",De situatie in Oostenrijk heeft immers duidelijk gemaakt dat democratie niet vanzelfsprekend is en dat we ons steeds opnieuw van de democratische waarden moeten blijven overtuigen.
685,"There need to be tough rules stating, among other things, what may be decentralised, what may be outsourced and what is independent.","Er moeten duidelijke regels zijn op het gebied van decentralisatie, transparantie en onafhankelijkheid."
686,It is also necessary to initiate permanent diplomatic relations and to establish constant dialogue.,Hierbij zijn ook het opstarten van blijvende diplomatieke relaties en een constante dialoog noodzakelijk.
687,"The Commission is sending out the wrong signals here, by renaming the Directorate-General for Financial Control as the Directorate-General for Audits, for example.",De Commissie geeft hier de verkeerde signalen door het Directoraat-generaal voor financiële controle in Directoraat-generaal voor audit om te dopen.
688,"A free and open market can only exist by the grace of competition, marked by clear, uniform rules.","Een vrije open markt kan alleen bestaan bij de gratie van concurrentie, begrensd door duidelijke, uniforme spelregels."
689,"I think that Mrs Karamanou is aware that, because of the need for division of labour between the international donors, the task of restoring health care in Kosovo has been entrusted to the World Health Organisation.",Ik veronderstel dat de geachte afgevaardigde weet dat de internationale donors het werk hebben verdeeld en dat de heropbouw van de gezondheidssector in Kosovo in handen van de Wereldgezondheidsorganisatie is.
690,"75%-80% of this is to come from private sources, and this will be supplemented by public funds from the Member States and from the regions.","De totale kostprijs van de campagne is op ongeveer 30 miljard euro geraamd. Daarvan moet 75% à 80% uit particuliere bronnen komen, de rest uit de lidstaten en regio's."
691,"As I point out in my question, one to two days, and not one to two hours, need to be devoted to the subject.","Zoals ik in mijn vraag aangeef, moet niet één of twee uur, maar één tot twee dagen aan dit onderwerp worden besteed."
692,"I have two major concerns, however, about the development partnerships.","Wat deze partnerschappen betreft, zijn er echter twee punten waarover ik me zorgen maak."
693,But we need there to be more transparency in the competition policy.,Het mededingingsbeleid moet echter ook transparanter worden.
694,"We have the feeling, and are in fact convinced, that the Member States would be more than happy to withdraw the things they wrote in 1992 in the Treaty of Maastricht.",Wij zijn er eigenlijk van overtuigd dat de lidstaten graag zouden schrappen wat in 1992 in het Verdrag van Maastricht is opgenomen.
695,"I only need to remind you that we again have salmon in the Rhine, which would have been unthinkable 20 years ago and that salmon are due to be released this spring in the Elbe, which was particularly polluted.","Ik breng slechts in herinnering dat er nu weer zalm in de Rijn zwemt, wat twintig jaar geleden nog ondenkbaar zou zijn geweest, en dat er dit voorjaar in de Elbe, die bijzonder ernstig vervuild was, ook weer zalm zal worden uitgezet."
696,It was therefore necessary to introduce an economic analysis.,Daarom moet er voortaan een economische analyse worden uitgevoerd.
697,This too is a particular desire of my group.,Dat is ook de uitdrukkelijke wens van mijn fractie.
698,Our objective is to put in place a coherent and up-to-date body of food law by the end of 2002.,Ons doel is tegen het einde van 2002 een coherent voedingsrecht te hebben dat voldoet aan de eisen van de tijd.
699,Surely we cannot just keep silent about Burma.,Het kan toch niet zo zijn dat wij zwijgen over Birma.
700,"This is the same as the Social Fund regulation, i.e. EQUAL comes under the Social Fund regulation.","Deze verordeningen zijn dezelfde als de verordening voor het Sociaal Fonds, met andere woorden EQUAL valt onder het Sociaal Fonds."
701,The issues involved are extremely important but the systems in the European Union are quite different from one another.,"Het gaat om heel belangrijke dingen, maar de stelsels in de Europese Unie zijn nogal verschillend."
702,"I also think we should ensure, or ask Member States to ensure, that there is some publicity given to European aid whenever it is used to repair damage caused by natural disasters or accidents.",Verder denk ik dat wij ruchtbaarheid moeten gegeven aan de Europese steun die wordt verstrekt voor het herstel van schade die door natuurrampen of ongelukken wordt veroorzaakt. Ook de lidstaten zelf zouden deze Europese steun onder de aandacht kunnen brengen.
703,These projects must therefore be properly taken into account and must integrate sustainable development.,Deze projecten moeten wel degelijk in overweging worden genomen en mede gericht zijn op duurzame ontwikkeling.
704,"If Mr MacCormick would be satisfied with my partial agreement with his reasoning, I will give him a full answer in writing by restating the legal bases of both Article 11 in general and Article 11(1) in particular.","Ik geef de heer MacCormick gedeeltelijk gelijk in zijn redenering, en als hij het goed vindt, wil ik mijn antwoord schriftelijk aanvullen door hem de rechtsgrondslagen nogmaals toe te lichten, artikel 11 in zijn geheel en artikel 11, lid 1 in het bijzonder."
705,"In other words, we must succeed in linking the competition criteria that are necessary to the economy with those relating to managerial economics.",Wij moeten nu proberen de maatstaven voor de nationale economieën te koppelen aan die voor de bedrijfseconomische prestaties.
706,"Madam President, Mr President of the Commission, Commissioners, your inspiring speech, Mr Prodi, has quite won me over.","Mevrouw de Voorzitter, mijnheer de voorzitter van de Commissie, mevrouw, heren commissarissen, uw inspirerende toespraak, mijnheer Prodi, heeft mij verleid."
707,"It is probable, therefore, that there is a lot of life out there, and much of it much more advanced than we are.",Het is dan ook waarschijnlijk dat er zich ergens in die onmetelijke ruimte andere levensvormen bevinden die vaak verder in hun ontwikkeling zullen zijn dan wij.
708,"Mr President, we are required under the advisory procedure to debate a proposal for a Council regulation on the implementation of operations within the framework of the pre-accession strategy for Cyprus and Malta.","Mijnheer de Voorzitter, waarde collega's, wij moeten ons in het kader van de raadplegingsprocedure uitspreken over dit voorstel voor een verordening van de Raad betreffende de tenuitvoerlegging van acties in het kader van de pretoetredingsstrategie voor Cyprus en Malta."
709,"It is, in fact, something very positive.",Het is juist iets heel positiefs.
710,"We are extremely hopeful that, along the lines set out by the rapporteur, Mr Swoboda, this agreement can represent an example to be rapidly extended to the other countries, especially Albania, Bosnia and Herzegovina, Croatia, Montenegro and Kosovo and, as soon as possible, Serbia.","Ik heb er goede hoop op dat dit akkoord, langs de door de rapporteur, de heer Swoboda, geschetste weg, kan uitgroeien tot een model dat zo snel mogelijk wordt nagevolgd door andere landen, met name Albanië, Bosnië-Herzegovina, Kroatië, Montenegro, Kosovo en, zodra dit mogelijk is, Servië."
